IDX,Qtr,Credit_Score,Satisfaction,Value,Ease,Relationship,Profit,Communications,Product_Quality,Support_Quality,Partnership_Committed,Support_Importance,Will_Recommend,Continue,Sales_Expectation,Competitor_Comparison,Acct_Mgr_Quality,Support_Mgr_Quality,Team_Comparison,Acct_Team_Ability,Acct_Team_Problem_Solver,Acct_Team_Info,Acct_Team_Plan,Acct_Team_Contribution,Acct_Team_Sales_Support,Operation_Support_Quality,Acct_Team_Satisfaction,Acct_Team_Engagement,Sales_Training,Service_Account_Team_Satisfaction,Service_Support,Service_Sales_Support,Solutions_Support,Joint_Service_Delivery,Online_Tools/Applications_Satisfaction,Online_Tools_Ease,Online_Tools_Effectiveness,Online_Tools_Colloboration,Online_Tools_Timeliness,Online_Tools_Sufficient,Online_Tools_Help,Acct_Team_Leadership,Acct_Team_Breadth,Mean_Sat,Mktg_Proj,Svc_Proj
1686,1.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.6229349288,3.37498258895,3.82017188073,3.74769630275,3.0456001585,3.12851763389,3.1881460807,2.87094145751,2.94742096937,3.09100198114,3.12182347901,3.39700970807,3.49395300123,3.45435514855,3.33912489555,3.06584266503,3.13201718321,2.99058152625,2.97164644583,1.0,3.0,3.0,3.0,3.12182347901,2.32154621942,2.42222289813,2.48050932453,3.12182347901,3.1176470588,3.0,3.0
1687,1.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,3.4340855351,3.72397414457,2.9613405125,3.65852878436,3.61350648264,3.83636357352,3.40196007376,3.16900626429,3.47608289033,3.60478516462,3.50321737453,3.29523922987,3.69816644003,3.60544803585,3.31126405571,3.47281954613,3.30683839947,3.3611926525,3.0,5.0,3.0,4.0,3.60478516462,3.14836450565,3.26943636512,3.38019237768,3.60478516462,3.3333333333,5.0,3.0
1688,1.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.23200015092,4.17283486777,3.56571272563,4.02820879011,4.10190774936,4.09260283896,3.81320820569,3.91736039875,3.96749567397,3.83478888222,3.69561442388,3.18344573467,3.47599082447,4.14090956265,4.11425363797,4.21950317516,4.10607657743,4.06912990452,4.0,4.0,4.0,4.0,3.83478888222,3.89371434589,4.07961652178,4.08952849815,3.83478888222,3.8888888889,4.0,3.88627185661
1689,1.0,5.0,4.0,3.66528173504,3.87419592659,4.00621094079,4.03828655666,3.85922751647,4.26129616581,4.07092792318,3.99616716077,3.86279715342,4.1361655583,4.22493622309,3.4549054676,3.28928697707,3.90074120026,3.71125591532,3.23361298268,3.61786472575,3.70427284341,3.70108919978,3.40682565532,3.66028996946,3.68231610672,3.8074979406,4.03119641369,3.86577807677,3.86245444546,3.61711155865,3.54602844442,3.71037986965,3.59115425348,3.44069196386,4.21998331477,4.26900246712,4.17970620137,3.98861059932,3.8074979406,4.15665510775,4.22908342651,4.06953928758,3.8074979406,4.0,3.88911519524,3.69806688933
1690,1.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.46889097675,4.73182421301,4.82997699,4.70101641109,4.47235359107,5.0,4.68841978909,4.10603829019,5.0,3.91799435376,4.23352244346,5.0,4.46729298591,4.5755278342,4.52517592017,4.4513914226,4.0,5.0,4.0,4.0,4.10603829019,4.0197183549,4.24074792385,4.36878940973,4.10603829019,4.5217391304,4.58601875938,5.0
1691,1.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.65536492737,3.0,2.0,4.0,3.0,2.84884828045,4.0,2.94104932359,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.94104932359,2.63326310145,2.80644721203,2.72763302404,2.94104932359,3.0909090909,3.0,3.14409552628
1692,1.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,2.0,4.0,3.22854145802,1.0,3.0,4.0,1.0,1.83467858409,1.0,2.99049340419,2.0,2.0,2.0,2.45807040688,2.26012936036,2.44794866309,2.33817524753,2.09037052686,4.0,4.0,4.0,4.0,2.99049340419,3.55853570708,4.034326858,3.64026685021,2.99049340419,3.1428571429,4.0,3.0
1693,1.0,1.0,3.93871192122,3.68448632285,3.52159790771,3.78391828081,3.76467825183,3.96813884963,4.17726071157,4.05303068529,3.98818780831,4.14265460992,4.16633021867,4.19043733512,3.52056051278,3.7691628456,4.20877702623,4.32200815491,4.20343126395,3.96193484775,4.01644875515,3.99503672455,3.75997261177,3.80554138223,3.91083097697,3.5282270216,3.83047536536,3.4948127057,3.7339823649,4.03893543848,3.90634784177,3.98603088385,3.95796875904,3.86436942044,3.5363276721,4.11542522027,3.61146464978,3.64570019191,3.5282270216,3.58490829102,3.79470330252,3.75907400056,3.5282270216,3.90338554389,3.86919709305,3.92664912722
1694,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.87135209537,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.75700036778,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.76868168682,5.0,4.81158845722,4.78297785999,4.75700036778,4.62065085225,4.65422853143,4.68262152562,4.75700036778,4.9310344828,5.0,5.0
1695,1.0,1.0,2.0,3.0,2.0,2.0,3.16420300691,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.30351250631,3.12252413461,2.79505893634,3.63441658392,3.67328685587,2.81696972788,2.74808378146,2.9771432348,2.52925210708,2.41416243409,2.56019964818,2.9876110429,2.68955247978,2.21800792782,2.71687822422,3.27459008491,2.97089288115,3.0990876775,2.95027879053,2.88305850297,2.0,3.0,3.0,3.0,2.9876110429,2.55791005027,2.90406064791,2.85098870315,2.9876110429,3.0666666667,3.0666666667,3.0
1696,1.0,5.0,5.0,5.0,4.0,4.0,4.34579277611,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.8713707198,3.0,3.0,3.0,3.0,3.14502589734,3.12431534317,3.94594057948,4.17185693226,3.91875453989,3.94812195665,3.48011736298,3.26475313187,3.37086876423,3.24099556652,3.12327086775,4.11512612911,4.20867112321,4.11885257286,3.91328818041,3.94594057948,3.94291263762,4.11927294182,3.9558623356,3.94594057948,4.0,5.0,3.80143197571
1697,1.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,3.62414087415,4.0,4.0,4.0,3.0,3.0,3.0,3.57256034761,4.00200852834,3.89668937203,3.75367589609,4.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.57256034761,3.77123090191,3.76512362892,3.72021083398,3.57256034761,3.8709677419,5.0,3.0
1698,1.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.91956368845,4.0,4.0,4.0,4.0,4.38184346039,4.0,4.06900360977,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.06900360977,4.29280567651,4.46629031583,4.49661895318,4.06900360977,4.3333333333,5.0,3.0
1699,1.0,1.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.79754651784,4.93738587629,5.0,4.96826779797,4.68884407124,5.0,4.84829908825,4.11195014499,4.0,3.50481045367,4.04037364595,5.0,4.30637920632,4.45241458724,4.41400742418,4.34660922539,5.0,5.0,5.0,5.0,4.11195014499,4.36689242827,4.65544493955,4.75996227047,4.11195014499,4.4347826087,4.80854987102,4.0
1700,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.85614390084,3.0,4.16569253237,4.01938056241,3.49861025898,3.89459139699,3.9604796279,3.90187956149,3.73964844379,3.85138157903,3.88471972039,3.43865761063,3.86225803201,3.53579766504,3.67997948749,4.05899657717,4.07387508141,4.17524430892,4.17616421477,4.04912992556,4.0,4.0,4.0,4.03193855585,3.43865761063,4.19460946615,4.28659971767,4.11878504866,3.43865761063,3.8125,3.7889238319,3.85502209343
1701,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.09065182449,4.0,4.0,4.0,4.0,4.0,4.0,3.51625705223,3.80032061098,3.50043446147,3.55990494839,3.87306206648,3.83957349906,4.00143071564,3.94702371695,3.77694626311,4.0,4.0,4.0,4.0,3.51625705223,4.18453681122,4.22111113167,4.12694725248,3.51625705223,3.8076923077,3.76742140729,4.0
1702,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.25678903417,4.0,3.0,3.0,3.0,3.47364437121,4.0,3.79158256104,4.10421628809,3.81747827607,3.98391290314,3.79628972205,3.5805430014,3.64450547087,3.57911763936,3.51413478131,3.76294118598,4.18488260277,3.83057982275,3.76935941454,3.79158256104,3.6253733662,3.83100097049,3.78736306355,3.79158256104,4.0,3.97049476928,4.0
1703,1.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.46070299348,5.0,5.0,5.0,5.0,4.92540873993,5.0,4.52386642209,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.52386642209,5.0,5.0,5.0,4.52386642209,4.9090909091,4.0,5.0
1704,1.0,2.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.08496821992,5.0,5.0,5.0,5.0,4.84246828565,5.0,4.03831079357,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,4.03831079357,3.8548067037,3.99320935287,4.15938065623,4.03831079357,4.2424242424,5.0,4.0
1705,1.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.71456578623,2.91035614167,3.12145265377,2.98486168422,2.79331411939,3.0,3.03891681958,3.46303638857,3.71475620452,3.48744528179,3.44854981455,3.44591820766,3.50512229864,3.54934898625,3.42761755153,3.4274895008,4.0,4.0,4.0,4.0,3.46303638857,3.77135092661,3.85235749506,3.69509470278,3.46303638857,3.4761904762,4.0,3.26462919438
1706,1.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.98878519521,4.12643060705,3.97291617192,3.88531749896,3.86686574805,4.02532933726,3.75755475185,3.68352359776,3.88747492024,3.46322506861,4.13659368982,4.23810758743,4.23636271059,3.6151401553,3.48359758802,3.5708399147,3.56147125455,3.48398480542,3.0,4.0,4.0,4.0,3.46322506861,3.46333909519,3.4850688869,3.37075916955,3.46322506861,3.6666666667,4.00437402511,3.86141488863
1707,1.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.86410979678,2.87130147829,2.95744222785,3.00914628071,2.63794272456,3.0,2.79972718007,3.89965043864,3.81593177474,3.37346958904,3.64807629725,3.59945832373,3.45659528326,3.55552541669,3.40081619328,3.29630446637,4.0,5.0,4.0,4.0,3.89965043864,4.04303676795,4.38173861702,4.09480874927,3.89965043864,4.0,3.0,3.8009363302
1708,1.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.05662379089,4.42458556758,4.35696606651,4.49002677847,3.69969970258,2.98381738182,3.74914381273,3.17658318774,3.43338986016,3.25399970064,3.43848039283,3.14199618287,2.87356773996,3.36774353531,3.31765367582,3.23390407724,2.94038911751,2.28794921795,2.50062631782,2.91792025456,2.76051322079,2.84858092247,2.69383914019,2.6077450627,2.93670448611,3.97705935095,2.80813787159,2.61329120559,3.23390407724,2.45348996204,2.77312465702,3.03854071951,3.23390407724,3.25,3.09755841486,2.0
1709,1.0,3.0,4.19864583267,3.59030868683,3.91024672764,4.07238584027,3.87720060741,3.82826845687,4.11920491211,4.10452330119,4.08486957044,4.02594641248,4.16790210713,4.21411845959,3.34901444855,3.335983657,4.0555824947,3.84519465059,3.49027056446,3.81847804653,3.87788184017,3.83975735436,3.58467179793,3.76577754794,3.82816800859,3.65117240728,3.93849488191,3.70605538797,3.80660818295,3.7427550037,3.62581689113,3.76835310737,3.69756153472,3.56583566973,3.98590716454,4.10096953467,3.98507872016,3.86987219685,3.65117240728,3.91460770225,4.01107253311,3.93885690475,3.65117240728,3.93069473329,3.93130479633,3.77164478432
1710,1.0,1.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.41234716408,5.0,4.1838350682,4.89050400594,5.0,5.0,4.71152608953,4.34713020016,4.33807538833,4.30412728966,4.35902846322,1.0,3.0,3.0,3.0,4.1838350682,3.12345885919,3.23386081935,3.44237065269,4.1838350682,4.4,3.0,4.64190238361
1711,1.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.66763164214,4.0,5.0,3.0,3.0,3.0,3.0,4.0218350163,4.30732296426,3.87067344583,3.82036600342,3.71838291105,3.68566777075,3.68182296314,3.63876546617,3.54287540625,4.0,5.0,5.0,4.0,4.0218350163,3.65307143948,3.86215239372,3.93440481071,4.0218350163,4.3461538462,3.91667213514,3.0
1712,1.0,3.0,3.0,2.92193532451,2.6830726131,2.58909013432,4.0,3.18915399022,3.74314015201,3.32573294112,4.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,2.20163818935,2.0,2.0,2.0,2.0,2.48069572196,2.0,2.99711103481,2.61061006004,1.99326759982,2.41284935411,2.73380703898,2.55349509329,2.81537349125,2.63406679222,2.41994890333,3.61350424017,3.83733244914,3.68005568663,3.4427182955,2.99711103481,3.45842692641,3.73487254507,3.57116250228,2.99711103481,2.8666666667,2.98438085245,2.86359050915
1713,1.0,5.0,4.04013032377,3.65005823332,3.65063478813,3.87917436368,3.89222683166,3.89558957955,4.28299628896,4.02711658967,4.17535210959,4.32662129733,4.35029289196,4.41667077618,3.81610188386,3.60528039952,4.12577205933,4.13299895761,3.86847487423,3.96595344033,3.98061864275,4.03034069748,3.73297778519,3.83638601553,3.91674712409,3.82419907801,3.90809182329,3.64997067444,3.79818896506,3.93644200518,3.80941798378,3.92029250835,3.8197737077,3.75921577272,3.82101420161,4.24666128494,3.86225194707,3.76917995924,3.82419907801,3.66559669773,3.77202838999,3.77133729378,3.82419907801,3.95394025261,3.98593856681,3.93316847582
1714,1.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.85236652646,4.1491260908,4.09338188679,4.13376723329,3.48061848737,3.42507619006,3.96778455072,4.00568300632,3.93409560704,3.68564917003,3.74362144866,3.70228470257,3.42624833637,3.57431865665,3.60838006805,3.40696459475,3.40694666486,2.84318549764,3.18651059389,3.73527732104,3.62628660296,3.73880322134,3.6775636946,3.53160171136,3.56277326289,4.24178232513,3.59979035363,3.56055833974,3.40696459475,3.52681512385,3.82941959687,3.78039746923,3.40696459475,3.75,3.56225714114,3.64864564934
1715,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.37638122164,4.59174992941,4.63728691656,4.58636911153,4.40786964892,4.43004035539,4.37211588107,4.14595647855,4.27701426418,4.32773302101,4.2383614827,4.67157276832,4.35307714202,4.5617915314,4.66765492943,4.48053687589,4.61935398084,4.60018455141,4.42381703697,4.0,5.0,5.0,5.0,4.2383614827,4.82955223123,4.99656645637,4.81839915262,4.2383614827,4.8235294118,4.59183118158,4.6853124037
1716,1.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.43788279681,3.97718239428,3.93914624438,3.62025679134,3.94852476666,3.9142198756,4.03627270618,3.67666686536,3.72414896757,3.85586398631,3.8363817771,4.02810934576,3.75015564096,4.00726919199,3.684606373,3.50429568064,3.70605064555,3.63114947928,3.44972569785,4.0,5.0,5.0,5.0,3.8363817771,4.20502886202,4.36195537515,4.21309289376,3.8363817771,4.3529411765,4.24202852957,4.00245568623
1717,1.0,1.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.2013785711,5.0,5.0,4.96508979151,5.0,5.0,5.0,5.0,4.0,5.0,3.97393375612,4.24098485275,3.92178195403,4.25172389935,4.66632443733,4.37543449905,4.43359499976,4.38548201646,4.38221339242,3.0,5.0,3.0,3.0,3.97393375612,3.26371873406,3.52484169657,3.80019939389,3.97393375612,4.32,4.54787485454,5.0
1718,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.43105568864,3.45690761616,3.2201756196,3.13314103148,3.27978995968,3.20333637498,2.98493188905,3.11254257204,3.19220383335,3.22958530464,3.45231235965,3.20690790824,3.29542782592,3.38700897634,3.34574626749,3.38258222391,3.29443384034,3.29076312789,3.0,4.0,3.0,3.0,3.22958530464,3.11846090029,3.26034731832,3.23531429315,3.22958530464,3.3333333333,3.32154426056,3.25081610456
1719,1.0,1.0,4.00957903266,3.78662133937,3.59369968114,3.76988286537,3.91429895527,4.01354213904,4.31590824941,4.12216319871,4.09615958342,4.26906537584,4.2746594857,4.30257775416,3.62173371115,3.68066235273,4.11211863624,4.09964322449,4.08804829114,3.90285426771,3.92054270028,3.91613630472,3.64559569419,3.76230476395,3.81945008249,3.58191654798,3.72849815105,3.2519887947,3.56048246238,3.82083337798,3.70651372799,3.83096931202,3.79924551351,3.63104516337,3.89695965716,4.33059926517,3.93812175227,3.89348116141,3.58191654798,3.84542799621,4.09712501672,4.00150316079,3.58191654798,3.95225615705,3.86325278843,3.89635535361
1720,1.0,5.0,5.0,4.1512661464,4.66293897546,4.94489803891,4.68684139954,4.53347288848,4.74202277164,4.73756017458,4.80148621732,4.548136498,4.91849315184,4.98582631323,3.98425527012,4.17307405731,4.89938576153,4.84668902637,4.28709768263,4.68329625197,4.70308613679,4.74955471371,4.43659941203,4.58602868458,4.69366948757,4.50742842188,4.72480897361,4.78268000559,4.73501759443,4.66004499895,4.40705882285,4.56151138765,4.41391841823,4.35888788709,4.12182968252,4.34370860215,4.18234327359,4.12745598478,4.50742842188,4.1116878651,4.07106461424,4.1591086636,4.50742842188,5.0,4.71973494682,4.54550151395
1721,1.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.63288276534,4.40778327536,4.81383165259,4.32216116517,4.38133690967,4.29824862695,4.12506968434,4.31102094539,4.40384372465,3.93623313572,4.63232436448,4.61010759547,4.52697222526,3.97703970665,3.84589690648,3.88235036502,3.89258261816,3.80242881383,4.0,4.0,4.0,4.0,3.93623313572,3.69664312176,3.75806935563,3.75485580119,3.93623313572,4.2777777778,4.32824653887,4.2224288989
1722,1.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.16092511835,4.35440651658,4.50026544771,4.58359258468,4.0846141949,3.93994581183,4.11537703397,4.32738589269,4.50754660993,3.95268636675,3.94222389703,4.01561563159,3.65144175679,3.67585950734,3.82557321317,3.51899037774,3.57084559693,3.14686487447,3.5248052425,3.67736605566,3.40427468846,3.53161221135,3.46100544606,3.32616646873,3.14988557117,4.11887796398,3.28071494679,3.34890817607,3.51899037774,3.09169538863,3.42167358904,3.47127820751,3.51899037774,3.75,4.0,4.0
1723,1.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.44481075585,4.0,4.0,4.0,4.0,3.63666432079,4.0,3.69566487366,3.70534315893,3.24160460341,3.52021419917,4.02482087515,3.85524092521,3.98684224793,3.86889972816,3.78797201649,4.0,4.0,4.0,4.0,3.69566487366,3.81337669482,4.02941846963,4.05131450067,3.69566487366,3.96,3.0,3.75758082328
1724,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.05100006884,4.00577204707,4.18369186358,4.2619194453,3.76642335243,3.32558752645,4.32375751433,4.17585532863,3.5779817018,4.15335243125,4.17478010667,4.24333957843,3.94882692261,4.02740625503,4.1389003021,3.81488639185,3.99799082385,3.80719596106,3.93192890803,3.93309918004,3.83761179388,3.98414161519,3.89848288831,3.80373174556,4.01898957652,4.29537960079,4.04321830669,3.94594568592,3.81488639185,3.90190059168,3.96543601567,3.94149178407,3.81488639185,3.875,4.0,3.93214095714
1725,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.66244758582,4.44845605021,3.56297434407,4.29129327937,4.4161320641,4.34728165611,4.1631498355,4.40396855302,4.39010891964,4.29477799671,4.76306181502,4.64693721259,4.58187970351,4.65321505447,4.68054293028,4.83573208968,4.77120797659,4.60450528895,5.0,5.0,5.0,5.0,4.29477799671,5.0,5.0,5.0,4.29477799671,4.5555555556,4.0,4.42500579346
1726,1.0,5.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,3.93084681421,3.73656002417,4.0,4.0,3.0,4.0,4.023659306,4.02904848955,3.69755241514,3.70228363469,3.81194079358,3.79277357555,3.59642584094,3.75788911711,3.84726157611,3.79762823681,4.32659619611,4.58041763539,4.29178786401,3.94042742045,3.84534656381,3.87211741866,3.76197880811,3.81235661425,3.0,4.0,4.0,3.0,3.79762823681,3.34592416067,3.21610886964,3.23955614012,3.79762823681,3.75,5.0,4.0
1727,1.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0,4.0,4.0,2.69812200389,3.83369507694,3.92626241199,3.92881412746,3.48405303231,3.0,3.67363915733,3.5627692172,2.93674175091,2.16003571549,2.82762795302,4.0,3.59375746753,3.85057736272,3.63689926971,3.5239153286,4.0,4.0,4.0,4.0,3.5627692172,3.56036220434,3.94612932539,4.0942159883,3.5627692172,3.7272727273,2.0,3.44312519608
1728,1.0,3.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,2.79934906197,3.35686838442,2.77763379078,1.0,3.0,3.0,2.70668657901,2.71596553093,3.32309229261,3.0,2.62102735528,2.89342941155,4.0,2.0,2.0,2.0,2.38694378789,4.0,5.0,4.0,3.0,3.32309229261,2.82556004446,3.12753817797,3.20137185162,3.32309229261,3.4074074074,3.0,4.0
1729,1.0,3.0,3.80449322545,3.40256204539,3.37992669032,3.64070840287,3.50361269554,3.57671678159,4.08789042252,3.8522902696,4.04237817618,4.34273780879,4.19202964606,4.28307395692,3.8033473543,3.16105641772,3.93733743981,3.89219351577,3.42723167167,3.72480732856,3.85255964007,3.80370574679,3.56690504145,3.61515068012,3.75089814008,3.62103271846,3.88370239104,3.61382382306,3.78805838555,3.81955502524,3.75667882197,3.8290033141,3.75394225621,3.73722903434,3.82602193047,4.35840260725,3.86135867937,3.77470279577,3.62103271846,3.68220891052,3.83150169533,3.80992273082,3.62103271846,3.81436738469,3.91844783769,3.71047687587
1730,1.0,5.0,2.0,5.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,2.96539270538,3.0,3.0,2.0,2.0,4.0,3.0,3.7937928841,3.60282481207,3.03915485376,3.27074799399,3.14568920404,3.01507321866,3.21237094677,3.03787419245,2.84839145844,5.0,5.0,5.0,3.0,3.7937928841,4.21565517861,4.4748969418,4.26079189113,3.7937928841,3.6538461539,4.0,3.0
1731,1.0,1.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.59974313407,4.34126478253,3.75879839175,4.4589531372,4.47270110274,4.50885967739,4.28190872144,4.26199650159,4.43471294418,3.63105314559,4.0,4.0,4.0,4.03706369639,3.953823156,4.08155361336,4.08557509894,3.98234591181,4.0,4.0,4.0,4.0,3.63105314559,3.96273269537,4.02870861362,4.00236097522,3.63105314559,3.9523809524,4.0,4.0
1732,1.0,1.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,3.52660188021,5.0,4.0,4.0,3.0,4.0,4.0,3.65764553292,3.88792808706,3.40065326525,3.61259507874,3.39135344918,3.20964020322,3.35128091476,3.31395147885,3.19985007996,4.1252213237,4.2236598465,4.01978232882,3.79529802869,3.65764553292,3.52889158653,3.6662799912,3.87583056696,3.65764553292,4.1363636364,4.18489437121,4.0
1733,1.0,1.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.79748898051,4.0,3.0,3.0,4.0,4.0,5.0,4.04283462059,4.0,4.0,4.0,4.0,4.0,4.0,3.79660676212,4.13120139894,3.88464000328,3.99925090879,4.35789948596,4.36543417499,4.45243347722,4.41327724188,4.28761021817,4.0,5.0,4.0,3.0,3.79660676212,4.34077685627,4.4871510923,4.26701011502,3.79660676212,4.0,3.95627794171,3.0
1734,1.0,1.0,4.0,3.0,3.0,3.0,3.63508388236,4.0,4.0,3.0,3.75808195446,4.14116736322,3.98835644824,4.0286310036,3.61410128607,3.32972017238,3.98801786688,3.97278542961,3.78730611067,3.74941318806,3.77244202684,3.78871560959,3.50994161951,3.68335493171,3.65754336578,3.56000704545,3.40209722094,2.78499223723,3.0932937891,3.79834420025,3.80663367478,3.91231418948,3.83594778963,3.71265603373,3.94205431661,4.4889661947,3.9250218769,3.78572716975,3.56000704545,3.77828768042,4.02073212424,3.92821341898,3.56000704545,3.4285714286,3.54547826043,3.7115686002
1735,1.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.7914557503,4.32949908171,4.32190247959,4.41029198923,4.06183933512,4.0,4.23042455386,4.17600047284,4.0,4.23944126603,4.49302626029,4.0,4.03729203841,4.18112997752,4.10722749009,3.96974417242,4.0,5.0,4.0,4.0,4.17600047284,4.04996084892,4.27608290956,4.2129260251,4.17600047284,4.4782608696,4.54229123425,5.0
1736,1.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,3.84895127543,3.58679427846,3.64044880518,3.66535271739,3.2633347879,3.0,3.45926663427,3.65402396148,3.49007701635,3.01568459321,3.47621777046,3.56050880384,3.24094078183,3.3697089859,3.22142851885,3.1807277036,3.0,4.37685087101,3.0,3.44510362093,3.65402396148,3.05192617292,3.40420543314,3.52298401164,3.65402396148,3.6842105263,3.90669198306,4.0
1737,1.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.48855411301,4.0,3.0,4.0,3.0,3.57456348859,3.0,3.97907010187,5.0,4.0,5.0,4.23945388156,4.02151230436,4.13257597354,4.13988945603,3.99701753832,4.58391998072,4.40690747445,4.74239423756,4.70613364408,3.97907010187,4.6459189826,4.84094028222,4.54567240489,3.97907010187,4.375,5.0,3.0
