IDX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
226,21.3,36.6,33.69,23.51,30.27,41.77,27.72,35.41,49.43,9.64,11.99,17.4,26.4,16.9,67.64
227,22.98,31.2,39.91,23.84,18.62,54.37,25.76,18.27,62.06,31.47,23.6,73.44,20.43,37.38,31.59
228,29.46,20.51,71.79,31.11,40.13,55.22,27.8,28.51,54.92,33.29,23.02,81.43,26.79,34.99,47.3
229,24.91,18.1,59.18,24.71,42.93,38.93,27.51,32.42,50.84,36.45,36.61,72.74,26.78,32.77,48.67
230,23.94,40.63,38.05,24.11,45.52,36.88,10.7,15.9,17.9,24.84,36.1,41.94,23.68,30.18,42.27
231,25.04,32.81,44.15,25.93,29.74,48.53,33.55,38.31,62.93,33.11,49.39,55.3,24.27,11.1,77.29
232,28.06,53.65,42.73,29.93,17.35,81.56,25.74,20.17,58.6,28.02,48.49,44.21,26.31,47.94,40.76
233,29.85,44.52,49.87,32,36.94,59.71,28.41,40.53,48.32,31.24,44.44,53.19,17.7,12.26,43.24
234,23.1,34.39,38.63,24.97,30.39,45.48,25.95,59.41,37.29,27.39,35.61,48.45,28,45.99,45.04
235,26.8,36.09,46.7,27.23,37.28,47.13,24.74,26.84,47.53,24.03,41.89,37.82,18.78,41.67,27.24
236,9.73,17.59,15.11,9.88,7.49,22.92,6.1,6.56,11.79,26.23,29.66,49.42,23.73,53.62,34.24
237,18.79,33.67,29.27,18.64,36.11,28.25,26.69,42.46,43.47,29.07,40.1,50.14,28.79,13.85,88.65
238,25.26,33.16,44.5,24.58,45.2,37.95,21.97,27.87,39.28,29.99,34.31,56.2,30.81,45.76,51.55
239,22.28,26.25,41.2,22.88,18.64,50.96,8.43,8.49,16.8,24.32,33.3,42.09,28.14,29.46,55.02
240,22.33,39.63,34.9,24.98,27.47,47.71,28.39,60.45,41.72,10.87,10.77,21.83,31.55,41.95,55.28
241,29.42,44.43,48.9,31.65,27.71,67.8,21.83,32.21,36.61,26.53,12.66,82.12,27.18,21.23,61.98
242,24.13,33.82,41.34,25.4,35.37,43.64,21.83,46.35,32.11,10.51,13.22,18.86,23.17,12.51,66.08
243,12.52,18.32,21.07,11.19,15.07,19.5,10.54,7.47,25.41,28.6,16.12,79.33,32.59,43.06,57.25
244,22.62,23.13,44.73,22.79,34.21,37.96,18.67,8.29,60.72,25.3,26.33,49.62,29.58,24.88,64.74
245,9.5,13.53,16.17,8.86,16.15,13.72,23.48,25.42,45.17,30.02,45.02,50.05,21.15,30.5,35.81
246,24.56,35.36,41.61,25.82,29.86,48.15,27.87,37.77,48.45,25.83,11.6,83.34,29.1,35.79,52.76
247,25.36,37.35,42.57,26.56,32.77,48.07,31.12,39.42,55.69,31.6,55.91,49.46,28.06,43.09,46.33
248,28.18,46.37,45.31,29.75,41.6,51.03,26.77,38.98,45.16,26.11,52.1,39.2,29.41,57.24,44.52
249,23.66,29.06,42.94,24.98,32.63,44.11,25.63,44.36,40.44,32.67,44.4,56.71,28.24,28.88,55.87
250,23.26,27.4,43.02,24.12,27.29,45.44,27.15,31.18,50.78,29.14,36.31,52.53,27.55,20.69,64.23
251,23.78,21.22,50.42,21.63,10.27,67.17,28.61,40.37,48.89,29.39,37.91,52.17,26.73,29.77,50.74
252,31.21,30.15,63.52,30.71,48.36,50.2,5.5,7.66,9.45,25.13,42.73,39.91,16.15,19.32,29.65
253,28.02,51.95,43.14,31.41,41.47,55.21,27.69,32.94,50.97,27.7,48.59,43.49,18.74,22.99,34.02
254,20.16,26.96,35.24,19.44,35.19,30.17,25.36,18.09,60.9,29.51,31.92,56.79,29.32,26.27,62.05
255,20.55,12.55,54.19,22.19,22.25,44.32,24.88,34.41,42.87,35.82,43.32,65.43,10.16,4.68,32.23
256,29.25,29.71,58.04,30.62,39.54,54.34,23.45,29.86,41.86,26.32,47.79,40.82,24.4,12.64,71.53
257,23.26,38.54,37.3,24.57,34.18,42.23,20.59,10.72,60.15,7.03,9.08,12.47,25.63,11.1,84.79
258,25.67,31.61,46.53,27.13,33.69,48.96,25.55,45.54,39.89,10.84,13.13,19.79,32.93,41.78,58.89
259,28.86,20.89,68.75,30.12,37.6,54.26,26.01,42.29,42,27.71,34.18,50.18,27.35,39.29,46.4
260,23.39,31.31,40.87,24.7,30.21,44.89,27.3,30.72,51.57,23.19,31.57,40.22,20.98,42.16,31.42
261,26.6,33.22,47.91,27.57,34.22,49.77,8.65,17.85,12.84,20.15,42.76,29.65,19.55,45.11,28.03
262,28.64,45.88,46.52,31.24,34.71,59.36,11.38,14.65,20.21,27.64,31.87,51.62,7.2,9.68,12.56
263,24.25,16.4,60.11,25.61,30.83,46.89,27.17,37.06,47.09,28.96,33.77,53.78,28.9,42.6,48.5
264,21.78,47.82,31.71,26.31,33.16,47.18,11,18.08,17.7,29.94,32.35,57.64,31.89,46.46,53.79
265,27.05,38.89,45.87,29.27,31.51,56.46,11.44,8.6,26.66,30.15,46.1,49.87,25.82,32.35,46.43
266,24.94,33.29,43.62,25.98,32.03,47.06,9.78,17.09,15.38,29,16.18,81,28.31,38.1,49.35
267,29.95,36.38,54.61,31.29,34.62,59.58,27.71,32.83,51.09,26.02,47.55,40.27,26.03,23.72,54.58
268,21.31,26.05,38.75,21.62,29.89,37.25,29.72,36.94,53.64,29.29,30.7,57.24,27.81,31.2,52.59
269,25.39,38.06,42.33,27.15,34.38,48.59,29.64,21.51,70.47,27.78,20.93,64.65,28.49,31.85,53.98
270,24.87,29.79,45.64,24.62,40.69,39.52,22.94,32.95,38.91,33.29,41.41,60.06,31.15,33.93,59.76
271,11.73,5.81,35.43,12.78,13.73,24.67,29.9,40.34,52.05,22.94,24.62,44.31,27,28.03,53.01
272,19.88,15.61,45.21,19.66,31.41,31.97,24.75,37.04,41.29,9.9,13.04,17.4,8.8,13.12,14.69
273,25.38,34.65,43.96,26.24,33.57,46.75,24.58,42.56,38.78,34.44,45.24,60.65,25.97,28.78,49.41
274,25.24,34.21,43.87,24.86,40.93,39.97,28.79,46.61,46.56,29.25,53.66,45.19,27.29,21.16,62.49
275,25,42.54,39.68,27.54,33.64,50.09,29.31,54.25,45.15,34.16,44.41,60.44,28.69,30.58,55.61
276,28.1,40.5,47.6,28.31,48.73,44.76,31.63,47.05,52.89,28.95,37.52,51.29,30.85,37.52,56.23
277,12.76,15.37,23.34,12.08,14.33,22.28,25.1,43.31,39.65,31.03,44.41,52.72,30.65,50.68,49.2
278,21.76,25.98,39.98,22.51,26.41,41.68,27.46,32.93,50.35,33.3,23.06,81.37,24.19,33.12,41.85
279,25.13,20.58,55.81,23.49,49.31,34.67,23.94,34.36,40.62,31.37,32.87,61.32,19.27,25.83,33.63
280,22.39,29.38,39.45,23.51,29.38,42.33,6.91,12.39,10.76,27.99,38.07,48.58,27.51,32.04,51.13
281,12.17,14.58,22.32,11.37,18.9,18.2,23.28,19.36,51.27,23.76,43.38,36.77,27.31,53.43,41.27
282,11.47,18.36,18.63,10.97,14.47,19.28,27.66,31.36,52.07,26.85,36.77,46.47,32.22,49.33,53.26
283,24.32,26.58,46.56,25.54,18.44,60.91,27.55,29.77,53.04,26.2,38.9,43.84,27.76,37.77,48.17
284,23.59,19.97,51.45,23.51,32.58,40.47,28.28,36.37,50.28,23.95,33.27,41.18,29.36,62.77,43.1
285,23.59,30.21,42.01,24.55,32.77,42.94,23.7,30.67,42.01,25.71,12.59,78.22,26.58,39.48,44.47
286,28.39,36.36,50.55,30.02,35.96,55.08,27.02,37.77,46.34,30.26,19.61,76.96,27.08,19.55,64.6
287,23.22,15.75,57.45,22.78,39.45,35.93,25.76,16.64,65.63,30.8,42.87,52.93,25.32,45.92,39.28
288,25.69,44.81,40.42,27.58,40.19,46.5,29.54,36.86,53.2,30.82,40.31,54.38,28.42,21.71,65.62
289,19.91,28.56,33.78,21.01,27.39,37.12,25.79,15.12,69.8,27.85,45.64,44.84,26.74,34.76,47.3
290,20.8,28.55,35.96,19.14,42.5,27.76,27.26,24.55,57.55,26.61,42.18,43.4,24.48,13.69,68.25
291,22.48,35.33,36.78,23.15,13.66,62.39,23.4,26.33,44.18,26.67,12.49,83.63,33.03,40.79,59.78
292,25.43,20.19,57.46,23.08,10.21,75.26,7.99,17.54,11.63,22.75,26.65,42.17,27.42,29.81,52.63
293,23.73,39.86,37.86,23.71,12,70.57,24.14,55.25,34.68,34.86,36.95,67.74,28.92,30.24,56.56
294,22.79,39.11,36.07,24.01,13.58,66.44,32.77,33.16,65.15,24.75,15.6,63.99,31.56,41.8,55.4
295,25.81,38.63,43.06,28.52,32.27,53.73,26.39,38.92,44.29,26.39,30.06,49.56,24.69,33.57,42.86
296,19.03,30.27,30.99,20.84,29.04,35.79,32.2,50.59,52.69,10.17,10.25,20.26,26.06,15.57,69.68
297,30.26,38.43,54.08,28.48,13.73,87.55,27.63,17.5,71.23,33.83,47.26,58.04,20.55,36.65,32.07
298,25.85,16.38,66.64,27.14,42.25,44.58,23.44,11.38,71.7,25.39,16.44,64.62,28.75,40.3,49.26
299,26.74,37,46.06,27.25,44.88,43.79,29.99,36.71,54.49,29.21,37.88,51.74,15.74,23.01,26.52
300,24.05,41.1,38.12,24.56,13.62,68.86,27.55,38.44,47.3,28.63,39.51,49.38,21.12,25.39,38.7
301,27.83,35.25,49.79,28.37,38.11,49.48,26.17,34.72,45.9,22.87,29.33,40.71,28.66,40.01,49.2
302,10.78,10.1,22.29,10.04,8.78,21.52,27.22,38.41,46.5,28.22,41.08,47.6,18.95,12.62,47.4
303,25.28,43.9,39.85,27.72,42.17,45.94,31.71,35.91,59.72,31.68,54.86,49.98,21.88,29.84,37.92
304,27.02,27.96,53.13,27.27,28.82,53.07,24.17,13.32,68.03,27.25,24.27,57.85,22.75,22.88,45.38
305,29.38,16.74,80.94,30.52,51.2,48.71,23.99,37.55,39.32,27.91,37.56,48.66,26.39,20.86,59.76
306,29.24,47.54,47.23,30.6,47.22,50.43,22.06,26.67,40.31,23.35,22.99,47.06,27.2,38.16,46.6
307,25.96,36.77,44.29,25.96,38.76,43.36,31.27,46.77,52.17,26.68,32.49,48.59,19.62,23.72,35.85
308,26.04,26.27,51.86,26.94,28.29,52.6,24.38,28.79,45.03,29.24,36.49,52.67,24.45,38.03,40.17
309,25.54,33.51,45.01,27.12,27.42,53.95,29.1,29.11,58.2,23.42,18.58,52.96,8.36,9.85,15.46
310,26.77,37.94,45.65,25.92,13.91,74.2,33.15,42.59,58.94,28.49,39.18,49.21,23.49,30.27,41.72
311,30.16,42.41,51.6,32,47.97,53.34,27.01,34.35,48.25,28.06,35.42,50.3,27.74,34.76,49.86
312,20.34,28.16,35.02,20.98,20.37,42.57,26.3,36.17,45.42,10.57,14.6,18.23,28.98,43.3,48.38
313,20.1,45.84,28.92,22,11.22,65.12,25.28,32.45,44.98,33.9,40.41,62.33,28.22,35.95,50.36
314,7.5,8.62,14.02,6.82,4.66,16.8,18.95,9.24,57.84,23.62,35.02,39.56,31.99,28.17,68.32
315,25.6,30.62,47,26.74,30.49,50.2,33.67,41.82,60.78,27.87,40.11,47.25,26.6,16.82,68.67
316,19.53,13.04,48.79,20.87,25.43,37.99,27.31,31.74,50.81,31.98,32.34,63.6,32.88,44.75,57.04
317,25.23,15.33,66.78,25.05,47.09,38.38,28.32,35.93,50.64,27.21,49.97,42.02,31.28,31.22,62.61
318,26.64,27.57,52.38,27.12,23.78,58.04,10.16,13.12,18.03,28.85,36.94,51.39,26.26,45.26,41.51
319,24.8,33.22,43.31,25.82,20.13,58.95,26.86,32.44,49.1,27.91,38.82,47.99,26.78,32.78,48.65
320,20.16,26.44,35.54,20.95,23.73,39.43,26.79,38.9,45.23,10.37,12.72,18.83,27.74,41.05,46.49
321,23.77,13.21,66.55,24.47,14.21,66.6,27.32,34.07,49.23,31.37,46.16,52.7,17.58,23.33,30.82
322,11.65,14.61,20.95,10.21,18.73,15.77,30.03,46.27,49.53,29.09,36.72,52.15,22.68,30.99,39.29
323,25.25,30.55,46.11,25.72,36.4,43.88,28.57,23.6,63.15,29,42.33,48.87,33.5,34.09,66.42
324,9.63,12.77,16.89,8.36,8.92,16.19,31.08,17.2,87.23,33.48,36.99,63.78,26.79,38.57,45.41
325,25.63,29.73,47.72,26.61,29.83,50.33,26.54,38.49,44.85,30.06,28.54,61.73,25.39,41.8,40.81
326,23.56,27.87,43.47,23.17,13.11,64.12,27.96,26.37,57.61,24.95,14.94,66.62,25.92,32.33,46.69
327,24.95,29.59,45.99,25.95,24.37,53.58,26.35,36.47,45.38,26.53,35.81,46.19,24.25,39.28,39.23
328,23.29,24.37,45.54,21.09,46.14,30.73,29.44,37.3,52.66,29.29,35.02,53.79,21.84,29.98,37.74
329,25.02,36.65,42.1,22.5,10,73.13,33.11,24.64,77.58,30.22,38.58,53.9,26.29,16.5,68.17
330,25.64,26.58,50.37,26.53,26.52,53.07,25.86,42.89,41.46,28.9,41.67,48.95,27.43,44.85,44.2
331,22.09,12.54,61.02,24.08,16.03,60.27,32.59,38.5,60.18,20.78,47.08,29.94,29.83,26.37,63.56
332,29.84,30.26,59.27,30.09,42.39,51.44,22.5,29.87,39.45,23.51,10.46,76.34,24.98,18.08,59.5
333,24.52,35.35,41.52,26.25,24.7,54.14,27.97,33.06,51.62,22.84,28.45,41.18,27.79,33.53,50.81
334,25,43.08,39.5,27.87,24.28,59.87,26.9,38.75,45.57,29.51,37.2,52.93,11.05,16.07,18.64
335,22.14,12.61,61.02,24.91,19.67,56.45,23.55,10.31,77.3,27.29,18.43,67.69,21.93,26.63,40
336,19.02,32.26,30.23,19.89,32.95,31.89,27.21,31.61,50.65,4,6.92,6.31,30.26,36.75,55.17
337,25.48,27.85,48.8,26.43,33.29,47.41,30.26,31.11,59.69,34.78,50.23,58.86,30.33,36.88,55.26
338,24.14,37.04,39.87,24.66,39.29,40.13,25.27,42.5,40.3,26.36,54.01,39.23,16.69,12.85,38.36
339,24.14,29.37,43.97,25.35,32.29,45.25,22.61,22.73,45.1,31.56,17.01,90.1,33.63,44,59.34
340,27.16,30.68,51.21,28.46,28.56,56.81,29.56,48.51,47.56,34.68,49.45,59.01,30.13,16.7,84.48
341,25.74,54.9,37.81,30.29,38.19,54.32,22.09,26.08,40.79,27.52,32.34,50.94,33.48,40.11,61.42
342,22.37,29.34,39.44,21.23,41.37,32.13,27.81,46.87,44.3,26.6,15.84,71.28,23.44,10.61,75.24
343,22.85,42.61,35.1,25.31,36.77,42.72,22.28,26.39,41.08,28.18,44.3,46.12,33.19,39.88,60.8
344,21.8,26.03,40.05,22.22,26.11,41.12,33.89,34.89,66.79,35.86,36.02,71.57,29.12,39.31,50.7
345,23.09,33.02,39.23,24.42,34.3,41.79,30.18,26.82,64.14,8.8,15.23,13.89,27.54,25.81,56.92
346,24.12,32.76,41.88,23.5,12.94,66.18,30.07,44.62,50.34,27.27,33.34,49.59,19.37,10.34,55.67
347,23.25,30.61,40.91,24.27,31.88,42.76,28.98,35.67,52.52,29.23,33.69,54.59,26.27,14.62,73.48
348,25.71,31.37,46.79,24.8,43.18,39.05,19.88,10.29,58.3,35.45,29.58,77.94,24.05,10.57,78.81
349,24.86,33.01,43.58,26.29,32.33,47.66,30.66,49.75,49.55,28.19,37.19,49.55,21.93,19.61,46.44
350,25.71,34.38,44.93,26.82,26.65,53.81,30.47,44.66,51.26,28.69,34.62,52.46,33.15,27.73,72.79
351,19.95,39.13,30.12,22.77,28.37,41.05,24.2,36.21,40.38,25.29,37.4,42.38,26.3,16.27,68.82
352,24.67,31.7,43.87,25.89,32.52,46.51,27.81,18.49,69.65,27.83,33.8,50.74,20.94,10.52,62.63
353,27.76,52.01,42.58,30.7,44.59,51.83,27.98,29.48,54.54,29.63,42.49,50.28,20,34.67,31.54
354,24.61,41.27,39.29,23.53,50.96,34.4,29.46,41.47,50.39,30.21,42.85,51.52,8.72,19.82,12.55
355,24.79,35.21,42.23,25.77,20.23,58.6,30.09,52.54,47.33,33.14,24,78.89,24.59,28.6,45.72
356,26.46,32.27,48.17,27.18,22.21,60.44,24.47,19.04,55.92,26.94,32.7,49.12,18.25,26.83,30.68
357,25.66,23.85,53.25,25.98,34.39,45.61,27.18,41.03,45.19,30.28,39.02,53.77,26.46,47.72,41.13
358,24.7,37.66,40.9,24.62,42.88,38.76,26.87,15.97,72.06,27.46,46.48,43.68,25.72,43.43,40.96
359,20.04,26.12,35.41,20.68,24.53,38.13,26.59,37.55,45.43,28.8,30.16,56.32,27.18,34.91,48.35
360,25.94,20.92,58.1,25.87,37.98,43.49,9.03,12.14,15.74,27.75,44.6,45.01,26.43,31.79,48.4
361,24.96,20.69,55.09,26.05,35.53,45.15,23.41,31.09,41.03,28.89,52,44.94,18.44,33.53,28.58
362,20.98,30.98,35.19,22.63,27.69,41.11,10.81,13.25,19.63,32.69,48.04,54.94,29.59,34.21,55.18
363,23.09,26.99,42.85,23.76,30.11,42.51,26.14,38.1,44.07,34.11,56.45,54.72,27.06,39.39,45.64
364,22.31,42.5,34.01,25.83,28.28,49.42,27.16,54.13,40.79,28.82,37.06,51.23,24.54,31.11,43.91
365,18.05,38.17,26.59,21.72,25.55,40.18,27.7,29.46,53.75,22.07,38.5,34.72,19.34,22.41,36.04
366,22.52,49.61,32.74,26.22,36.67,44.98,27.74,49.28,43.35,22.64,30.17,39.64,31.41,37.13,57.98
367,24.86,17.58,60,26.16,35.34,45.53,25.05,31.18,45.18,30.87,44.56,52.25,27.83,41.8,46.37
368,23.09,12.47,65.86,26.11,35.1,45.54,27.1,35.25,47.94,27.12,29.44,52.1,28.74,17.59,75.7
369,30.94,37.15,56.7,32.43,37.57,60.42,11.17,13.37,20.5,29.47,37.13,52.87,26.94,39.42,45.36
370,24.83,32.54,43.79,23.4,11.54,70.86,28.81,36.91,51.29,26.13,14.14,74.4,27.36,37.06,47.55
371,26.18,18.49,63.27,27.84,32.93,51.36,32.02,51.64,51.87,28.62,39.81,49.2,34.2,41.72,62.23
372,23.6,41.29,37.09,24.25,12.95,69.64,26.74,21.27,60.36,28.9,37.77,51.02,30.95,36.71,57.03
373,24.97,33.68,43.48,22.95,50.66,33.35,23.3,37.19,37.89,27.97,33.7,51.18,29.65,30.94,58.05
374,24.51,32.18,43.17,25.68,32.76,45.8,27.14,35.06,48.16,29.28,32.39,55.76,26.13,33.72,46.38
375,23.72,39.8,37.86,25.18,16.23,64.23,21.36,26.84,38.37,10.79,15.02,18.54,31.62,38.66,57.49
376,31.42,34.5,60.04,32.65,34.01,63.99,23.79,29.54,42.95,26.3,27.12,51.82,29.39,55.41,44.99
377,21.31,41.16,32.34,24.37,30.65,43.74,25.06,33.05,44.05,32.52,17.76,92.06,26.14,42.96,42.05
378,26.2,26.25,52.36,26.43,38.71,44.49,25.7,28,49.29,29.65,35.89,54.13,24.81,47.77,37.7
379,20.83,35.15,33.18,22.73,30.05,39.93,24.39,49.24,36.48,29.43,43.24,49.46,29.08,36.8,52.06
380,26.72,16.4,70.26,28.74,34.37,52.76,28.54,30.54,55.23,25.28,34.13,43.99,15.7,28.03,24.48
381,19.6,28.51,33.08,20.27,25.21,36.57,26.95,40.28,44.98,23.42,28.82,42.45,33.19,31.13,68.57
382,26.52,34.8,46.73,27.57,40.86,46.17,27.22,34.97,48.41,10.79,9.75,22.74,31.47,39.5,56.55
383,29.58,35.28,54.38,29.66,48.47,47.81,25.98,38.75,43.4,24.36,33.26,42.21,17.64,27.71,28.88
384,25.72,34.07,45.14,26.99,30.74,50.67,25.21,38.05,41.9,33.79,25.57,78.43,27.65,24.02,59.5
385,26.18,24.56,54.08,27.04,35.97,47.37,30.14,48.57,48.85,27.9,30.41,53.5,27.21,37.31,47.04
386,23.9,39.06,38.53,27.07,27.45,53.75,21.91,9.48,72.53,26.01,13.47,76.24,17.73,23.22,31.27
387,23.98,30.86,42.61,23.43,39.27,37.41,25.71,58.56,37.01,29.02,37.97,51.2,12.86,16.63,22.82
388,24.79,37.74,41.08,25.46,38.79,42.18,26.73,20.93,60.87,30.22,37.16,54.79,23.77,17.66,55.77
389,24.07,25.02,47.23,25.31,26.12,49.85,32.14,46.37,54.41,32.51,41.71,57.84,24.58,52.44,36.11
390,19.66,27.67,33.64,20.32,29.77,34.18,25.54,38.09,42.65,29.79,38.64,52.76,30.32,50.63,48.49
391,10.84,14.71,18.82,10.73,9.2,23.24,27.5,40.42,46.2,28.22,45.18,45.84,20.04,9.67,61.6
392,8.4,11.64,14.46,7.18,13.65,10.95,24.89,51.55,36.91,27.35,16,74.1,28.81,35.84,51.96
393,25.9,32.91,46.29,26.56,37.5,45.37,27.23,19.96,64.38,29.78,34.22,55.69,17.43,27.45,28.5
394,25.07,32.56,44.37,26.23,35.27,45.73,28.31,13.79,86.42,30.32,36.71,55.37,21.97,16.07,51.99
395,23.61,12.9,66.85,26.72,33.96,47.76,28.24,32.64,52.68,29.42,32.76,55.84,27.79,31.36,52.42
396,25.29,29.88,46.7,22.67,51.26,32.71,24.33,26.69,46.5,26.44,36.76,45.47,26.03,38.38,43.68
397,21.42,49.5,30.69,24.83,41.85,39.56,24.8,43.04,39.09,33.39,39.77,61.42,31.88,44.91,54.5
398,23.7,13.6,64.99,26.59,28.1,51.76,27.38,35.95,48.24,27.69,37.29,48.26,32.4,33.39,63.83
399,23.17,11.13,71.4,25.85,37.3,43.76,31.48,49.93,51.34,35.55,29.12,78.96,27.75,23.21,60.95
400,23.95,34.61,40.53,25.42,31.31,46.06,26.61,46.65,41.79,28.26,46.02,45.61,27.92,40.16,47.33
401,12.1,15.37,21.63,11.99,13.48,22.64,22.62,27.15,41.47,23.76,30.88,42.03,26.42,39.16,44.25
402,24.87,39.04,40.71,25.74,36.56,43.86,25.69,42.23,41.31,26.25,52.15,39.46,27.51,35.06,49.1
403,23.79,32.49,41.2,23.56,40.79,37.18,26.11,53.68,38.81,27.95,22.7,62.35,26.68,31.71,49.12
404,30.21,42.31,51.77,32.34,33.07,63.95,25.98,34.54,45.53,30.63,39.39,54.45,27.32,37.47,47.24
405,23.85,32.81,41.2,25.18,21.03,55.33,32.45,44.55,56.07,29.69,30.19,58.88,27.75,39.75,47.13
406,22.61,12.76,62.66,25.35,31.49,45.76,29.43,41.08,50.52,8.77,17.22,13.25,25.94,46.35,40.46
407,24.2,39.16,39.16,26.05,30.58,48.24,10.26,20.71,15.35,28.99,34.62,53.28,25.87,39.78,42.69
408,24.31,15.42,62.64,26.8,27.79,52.64,29.81,57,45.39,27.4,42.24,45.16,27.76,24.41,59.33
409,26.18,32.22,47.44,26.84,38.9,45.37,32.58,47.7,54.83,28.16,41.05,47.48,29.66,49.2,47.54
410,24.28,23.67,49.19,25.34,28.32,48.01,28.91,36.16,52.04,24.92,36.11,42.11,13.55,17.5,24.04
411,25.77,32.19,46.4,26.21,36.53,45.01,31.53,43.76,54.25,23.13,40.14,36.46,27.41,38.12,47.12
412,25.53,16.23,65.69,27.31,39.09,46.39,28.24,38.58,48.92,24.65,30.7,44.43,30.73,43.13,52.62
413,24.64,17.32,59.68,25.52,25.72,50.83,26.14,35.08,45.62,31.27,40.93,55.16,26.57,39.59,44.4
414,31.36,27.9,66.61,31.34,47.18,52.17,28.04,42.85,46.38,5.85,7.37,10.51,25.8,35.41,44.6
415,25.91,31.73,47.06,24.93,44.26,38.97,26.9,56.59,39.69,5.2,9.97,7.9,32.46,41.61,57.78
416,12.07,9.39,27.58,11.42,12.32,22.01,24.68,48.06,37.36,24.31,29.9,44.06,27.94,33.71,51.09
417,21.47,10.59,65.02,25.26,31.13,45.76,26.32,37.63,44.72,23.55,53.53,33.91,28.5,24.28,61.95
418,24.68,19.57,55.78,25.83,28.99,48.84,25.56,31.97,46,28.85,36.05,51.94,21.44,24.76,40.01
419,21.93,10.83,66.31,24.66,35.76,41.66,26.44,32.46,47.99,29.06,36.58,52.15,25.84,40.83,42.2
420,25.17,27.74,48.02,24.02,41.06,38.08,8.29,15,12.88,25.28,37.41,42.37,24.53,50.59,36.42
421,24.02,28.19,44.49,23.6,14.9,60.98,27.36,32.23,50.58,24.24,29.14,44.41,22.56,18.74,49.74
422,25.84,30.49,47.74,26.97,28.95,52.1,31.74,45.49,53.88,31.4,46.1,52.78,26.15,42.91,42.08
423,25.01,18.14,59.5,25.68,16.91,64.69,24.19,11.99,73.01,28.88,22.84,65.4,27.19,38.36,46.45
424,30.18,38.49,53.86,31.34,29.38,64.76,22.85,10.57,72.22,9.7,13.25,16.79,25.47,46.36,39.46
425,23.96,45.25,36.64,26.23,38.64,44.04,31.2,34.86,59.14,23.36,33.16,39.81,31.98,46.56,53.94
426,25.39,12.93,75.27,27.69,45.92,44.39,26.49,39.06,44.45,30.81,42.34,53.22,10.01,11.26,18.9
427,26.12,26.41,51.95,26.09,16.67,66.95,25.17,25.62,49.88,26.35,48.24,40.74,23.73,10.68,76.45
428,19.32,10.52,54.79,19.2,42.61,27.86,10.36,15.36,17.36,27.5,44.29,44.57,18.75,41.27,27.27
429,23.64,34.28,39.95,24.93,32.97,43.79,24.99,42.24,39.77,36.63,36.65,73.23,27.53,33.9,49.88
430,21.3,13.67,54.48,22.99,26.65,42.83,25.53,31.79,46.04,11.02,13.42,20.07,30.99,38.94,55.66
431,26.17,35.29,45.58,25.05,12.22,76.42,29.61,40.38,51.32,27.72,36.94,48.52,28.55,35.05,51.8
432,25.23,30.83,45.88,26.25,31.1,48.42,29.42,24.79,64.35,27.61,31.52,51.78,32.04,49.59,52.74
433,24.93,36.22,42.08,26.35,26.48,52.57,29.87,37.32,53.78,36.2,44.33,65.75,26.64,38.11,45.25
434,23.38,33.08,39.91,24.75,31.18,44.4,28.86,50.9,45.22,28.28,39.61,48.48,26.82,40.25,44.7
435,24.01,33.26,41.35,25.77,33.07,45.85,24.53,33.06,42.74,34.75,22.35,88.77,33.48,23.45,81.29
436,21.17,17.76,46.39,21.67,26.1,39.66,23.56,10.2,77.99,26.38,13.11,79.48,27.75,33.2,50.95
437,20.99,29.03,36.16,19.12,41.66,27.89,26.7,17.25,68.01,36.26,39.41,69.63,23.75,31.23,41.82
438,24.24,39.54,39.1,26.58,28.25,51.6,25.16,28.18,47.62,24.76,21,53.95,28.03,30.53,53.75
439,25.51,33.16,45.14,25.92,40.61,42.45,21.79,31.52,36.85,34.68,47.92,59.78,25.01,43.47,39.39
440,27.05,33.82,48.67,27.16,41.08,45.12,26.73,36.54,46.29,28.45,13.99,86.28,27.36,34.19,49.25
441,19.84,35.6,30.89,22.11,31.95,37.41,26.59,41.85,43.48,32.05,53.42,51.28,33.11,44.64,57.66
442,25.24,31.87,45.22,25.93,37.94,43.64,27.69,29.8,53.41,34.18,46.07,59.55,32.45,39.3,59.24
443,24.55,39.76,39.72,26.62,32.36,48.51,24.66,13.14,70.95,26.61,13.25,80.06,33.34,41.32,60.23
444,25.22,17.07,62.46,24.56,13.74,68.47,25.75,43.16,41.11,22.9,52.26,32.93,25.78,27.77,49.72
445,24.27,34.7,41.23,25.67,33.61,45.29,21.34,30.63,36.2,27.92,28.93,54.87,32.75,45.48,56.33
446,25.64,44.64,40.37,28.99,32.59,54.78,23.41,23.69,46.54,29.58,31.03,57.78,25.42,50.33,38.25
447,25.44,38.88,42.09,26.98,38.19,46.03,21.25,31.45,35.62,27.72,36.46,48.79,32.08,44.02,55.45
448,24.7,31.69,43.94,26.7,31.66,49.21,29.64,51.92,46.57,27.91,45.61,44.99,29.46,39.69,51.33
449,26.89,39.18,45.34,28.55,38.63,49.66,27.13,40.01,45.53,33.93,43.17,60.59,24.16,37.39,39.76
450,25.16,30.18,46.14,26.59,31.24,49.21,31.23,41.34,54.82,29.68,37.41,53.23,26.95,34.78,47.83
451,22.85,22.77,45.77,23.78,29.85,42.74,22.6,12.58,63.19,23.42,27.25,43.53,30.17,38.31,53.92
